coChangedSamePackage,coChangedDifferentPackage,NumCochangedFiles,BugCountMult,numberOfCommits,LOC,BCO,SPF,BDC,BUO,CountClassCoupled,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,incomingDep,outgoingDep,internalEdges,externalEdges,edgesInto,edgesOutOf,BCOnextRelease,SPFnextRelease,BDCnextRelease,BUOnextRelease,MQnextRelease,MQ
14,19,231,15,23,2798,0,0,1,0,168,11,63,14,10,11,39,431,121,310,0,0,1,0,0.147,0.15324165
4,14,118,8,19,1382,0,0,0,0,216,15,85,22,2,10,39,619,26,593,0,0,0,1,0.111,0.111908178
74,79,960,11,92,4513,0,0,1,0,316,26,86,44,11,5,111,650,172,478,0,0,1,0,0.252,0.254587156
30,42,298,12,62,4783,0,0,1,1,326,19,83,18,34,8,63,1452,493,959,0,0,1,1,0.076,0.079847909
111,126,992,48,171,11097,0,0,1,1,774,31,73,33,15,20,146,1287,197,1090,0,0,1,1,0.183,0.184927169
4,5,31,0,5,381,0,0,1,0,44,10,0,2,1,6,4,84,8,76,0,0,1,0,0.086,0.086956522
1,2,27,1,2,372,0,0,1,0,11,1,86,25,8,1,0,65,31,34,0,0,1,0,0,0
18,28,223,10,32,997,0,0,1,0,203,29,60,9,1,9,9,346,24,322,0,0,1,0,0.049,0.049450549
0,1,3,0,1,45,0,0,0,0,10,1,75,9,0,2,0,18,0,18,0,0,1,0,0.057,0
7,18,95,11,33,2097,0,0,1,0,153,4,95,175,11,7,26,356,79,277,0,0,1,0,0.17,0.12745098
0,3,9,0,3,137,0,0,1,0,10,2,82,34,4,4,9,165,40,125,0,0,1,0,0.098,0.098360656
0,4,33,2,4,433,0,0,1,0,28,1,79,85,3,3,1,67,14,53,0,0,1,0,0.051,0.028985507
0,2,22,1,2,219,0,0,0,0,28,2,83,21,0,7,17,221,4,217,0,0,0,0,0.133,0.133333333
4,8,52,3,8,794,0,0,1,0,75,5,60,5,4,8,17,209,44,165,0,0,1,0,0.139,0.139917695
0,4,7,1,6,332,0,0,1,0,46,6,60,12,5,6,1,128,47,81,0,0,1,0,0.014,0.015384615
2,3,35,2,4,435,0,0,1,0,45,2,76,31,1,3,5,94,7,87,0,0,1,0,0.096,0.096153846
0,2,13,0,2,131,0,0,1,0,18,1,74,23,1,4,0,45,8,37,0,0,1,0,0.03,0
34,62,423,38,93,5285,0,0,1,1,440,25,88,95,7,15,54,795,104,691,0,0,1,1,0.121,0.119601329
20,25,220,21,30,2346,0,0,1,0,176,18,87,127,14,4,40,488,121,367,0,0,1,0,0.137,0.14084507
17,37,342,17,51,3684,0,0,1,1,224,21,89,96,31,11,33,1295,917,378,0,0,1,1,0.044,0.048493755
24,32,277,20,50,4630,0,0,1,1,269,21,72,13,22,11,80,1128,508,620,0,0,1,1,0.136,0.124223602
2,4,39,1,5,183,0,0,1,0,22,2,68,20,6,2,2,106,53,53,0,0,1,0,0.036,0.036363636
2,5,45,0,8,888,0,0,0,0,35,2,66,13,0,7,0,75,3,72,0,0,1,0,0.079,0
0,1,7,2,1,494,0,0,0,0,46,1,86,89,0,9,6,100,4,96,0,0,0,0,0.105,0.107142857
0,7,16,3,7,210,0,0,1,0,21,1,78,18,2,4,1,45,4,41,0,0,1,0,0.068,0.042553191
5,11,70,3,18,986,0,0,1,0,101,4,98,66,5,7,7,204,61,143,0,0,1,0,0.064,0.064220183
5,6,43,0,6,481,0,0,1,0,67,11,33,6,10,3,89,449,116,333,0,0,1,0,0.271,0.283891547
0,4,11,2,5,980,0,0,1,0,93,4,85,94,2,9,11,217,11,206,0,0,1,0,0.092,0.092050209
3,2,11,3,5,655,0,0,0,0,106,9,37,8,4,11,64,490,13,477,0,0,0,0,0.22,0.207119741
0,6,62,3,8,630,0,0,1,0,104,4,81,83,15,8,4,288,102,186,0,0,1,0,0.031,0.027027027
11,0,110,0,11,34207,0,0,0,0,178,17,87,49,1,0,2,967,496,471,0,0,0,0,0.003,0.004119464
0,1,2,0,1,46,0,0,1,0,4,2,64,9,5,1,3,82,18,64,0,0,1,0,0.051,0.068181818
