Kind,Name,CountClassCoupled,CountLineCode,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic
Package,"(Unnamed_Package)",,0,,,0
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/examples/thrift/DemoClient.java",,228,,,27
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/BloomFilterDescriptor.java",,115,,,25
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/Chore.java",,44,,,9
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/ColumnNameParseException.java",,9,,,2
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/DoNotRetryIOException.java",,10,,,2
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/DroppedSnapshotException.java",,11,,,2
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/HBaseConfiguration.java",,19,,,4
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/HColumnDescriptor.java",,310,,,73
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/HConstants.java",,62,,,0
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/HMerge.java",,308,,,50
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/HMsg.java",,115,,,23
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/HRegionInfo.java",,227,,,44
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/HRegionLocation.java",,38,,,8
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/HServerAddress.java",,90,,,20
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/HServerInfo.java",,90,,,19
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/HServerLoad.java",,58,,,14
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/HStoreKey.java",,282,,,71
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/HTableDescriptor.java",,340,,,79
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/LeaseException.java",,9,,,2
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/LeaseListener.java",,4,,,1
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/Leases.java",,142,,,28
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/LocalHBaseCluster.java",,205,,,44
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/MasterNotRunningException.java",,11,,,2
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/NotServingRegionException.java",,14,,,3
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/RegionException.java",,11,,,2
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/RegionHistorian.java",,163,,,37
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/RemoteExceptionHandler.java",,45,,,11
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/TableExistsException.java",,10,,,2
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/TableNotDisabledException.java",,14,,,3
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/TableNotFoundException.java",,10,,,2
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/UnknownRowLockException.java",,10,,,2
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/UnknownScannerException.java",,9,,,2
File,"/Users/Ehsan/Workspace/UndrestandC++Projects/HBASE/hbase-0.18.0/src/java/org/apache/hadoop/hbase/VersionAnnotation.java",,11,,,5
