217,256,1.0
213,263,1.0
211,263,0.952380952381
165,189,1.0
218,263,1.0
219,263,1.0
133,151,1.0
132,150,1.0
131,149,1.0
137,239,1.0
136,153,1.0
135,152,1.0
139,245,1.0
138,249,1.0
166,190,1.0
24,11,1.0
25,83,1.0
26,12,1.0
27,185,1.0
20,80,1.0
21,7,1.0
22,81,1.0
23,235,1.0
160,182,1.0
28,244,1.0
29,85,1.0
161,183,1.0
0,71,1.0
4,246,1.0
163,186,1.0
119,140,1.0
120,68,1.0
121,69,1.0
122,70,1.0
123,141,1.0
124,142,1.0
125,143,1.0
126,263,1.0
127,145,1.0
128,147,1.0
129,148,1.0
167,239,1.0
118,259,1.0
59,101,1.0
58,33,1.0
55,96,1.0
54,262,1.0
57,32,1.0
56,30,1.0
51,258,1.0
50,168,1.0
53,249,1.0
52,28,1.0
164,188,1.0
201,238,1.0
199,224,0.846153846154
179,207,1.0
200,237,1.0
195,227,0.846153846154
194,263,1.0
197,233,1.0
190,223,1.0
193,226,1.0
192,220,1.0
115,254,1.0
114,62,1.0
88,51,1.0
89,53,1.0
110,134,1.0
113,61,1.0
112,135,1.0
82,263,1.0
83,245,1.0
80,48,1.0
81,113,1.0
86,116,1.0
87,117,1.0
84,49,1.0
85,263,1.0
198,234,1.0
3,72,1.0
177,203,1.0
108,132,1.0
109,133,1.0
102,229,1.0
103,191,1.0
100,126,1.0
101,127,1.0
107,131,1.0
104,129,1.0
105,130,1.0
39,91,1.0
38,90,1.0
32,16,1.0
31,15,1.0
30,257,1.0
37,89,1.0
36,88,1.0
35,18,1.0
34,17,1.0
205,239,1.0
176,202,1.0
60,34,1.0
61,102,1.0
62,254,1.0
63,103,1.0
64,263,1.0
65,36,1.0
66,216,1.0
67,37,1.0
68,104,1.0
69,38,1.0
175,201,1.0
173,199,1.0
172,198,1.0
171,197,1.0
170,195,1.0
203,242,1.0
222,260,1.0
182,210,1.0
183,239,1.0
2,1,1.0
162,217,1.0
187,214,1.0
184,247,1.0
6,254,1.0
186,212,1.0
189,215,1.0
202,263,1.0
221,251,0.75
99,125,1.0
98,124,1.0
168,254,1.0
169,192,1.0
91,119,1.0
90,54,1.0
93,204,1.0
92,120,1.0
95,55,1.0
94,121,1.0
97,58,1.0
96,122,1.0
11,75,1.0
10,74,1.0
13,76,1.0
12,263,1.0
15,247,1.0
14,3,1.0
17,5,1.0
16,77,1.0
19,6,1.0
18,78,1.0
117,65,1.0
116,263,1.0
204,243,1.0
151,165,1.0
150,164,1.0
153,170,1.0
152,169,1.0
155,172,1.0
154,171,1.0
157,176,1.0
156,175,1.0
159,180,1.0
158,178,1.0
48,95,1.0
49,211,1.0
46,213,1.0
47,94,1.0
44,23,1.0
45,26,1.0
42,92,1.0
43,21,1.0
40,19,1.0
41,20,1.0
1,0,1.0
5,258,1.0
9,73,1.0
146,160,1.0
147,161,1.0
145,159,1.0
142,156,1.0
143,157,1.0
140,154,1.0
141,155,1.0
208,253,1.0
149,163,1.0
77,46,1.0
76,44,1.0
75,232,1.0
74,42,1.0
73,106,1.0
72,40,1.0
71,105,1.0
70,39,1.0
79,241,1.0
78,47,1.0
