216,225,1.0
217,186,0.75
214,255,1.0
215,231,0.727272727273
212,223,1.0
213,224,1.0
210,220,1.0
211,250,0.526315789474
165,173,1.0
218,226,1.0
219,228,1.0
133,141,1.0
132,140,1.0
131,139,1.0
130,138,1.0
137,145,1.0
136,144,1.0
135,143,1.0
134,142,1.0
139,147,1.0
138,146,1.0
166,174,1.0
24,25,1.0
25,26,1.0
26,27,1.0
27,28,1.0
20,20,1.0
21,21,1.0
22,22,1.0
23,23,1.0
160,168,1.0
28,29,1.0
29,242,1.0
161,169,1.0
0,0,1.0
4,4,1.0
8,8,1.0
163,171,1.0
119,126,1.0
120,127,1.0
121,128,1.0
122,129,1.0
123,131,1.0
124,132,1.0
125,133,1.0
126,134,1.0
127,135,1.0
128,136,1.0
129,137,1.0
167,175,1.0
118,124,1.0
59,59,1.0
58,58,1.0
55,55,1.0
54,54,1.0
57,57,1.0
56,56,1.0
51,51,1.0
50,50,1.0
53,53,1.0
52,52,1.0
164,172,1.0
201,212,1.0
199,211,1.0
179,188,1.0
200,250,1.0
195,207,1.0
194,206,1.0
197,209,1.0
178,187,1.0
191,203,1.0
190,202,1.0
193,205,1.0
192,204,1.0
115,120,1.0
114,119,1.0
88,92,1.0
89,93,1.0
111,116,1.0
110,115,1.0
113,118,1.0
112,117,1.0
82,86,1.0
83,87,1.0
80,84,1.0
81,85,1.0
86,90,1.0
87,91,1.0
84,88,1.0
85,89,1.0
251,261,1.0
198,210,1.0
256,221,0.989130434783
206,217,1.0
226,237,1.0
3,3,1.0
177,185,1.0
254,263,1.0
7,7,1.0
247,256,1.0
255,222,0.888888888889
225,242,0.8
245,254,1.0
244,253,1.0
108,113,1.0
109,114,1.0
241,236,0.852631578947
240,232,0.913043478261
243,252,1.0
242,251,1.0
102,107,1.0
103,108,1.0
100,105,1.0
101,106,1.0
106,111,1.0
107,112,1.0
104,109,1.0
105,110,1.0
39,40,1.0
38,39,1.0
33,33,1.0
32,32,1.0
31,31,1.0
30,30,1.0
37,38,1.0
36,37,1.0
35,36,1.0
34,34,1.0
246,218,0.942307692308
252,262,1.0
205,215,1.0
223,235,1.0
176,184,1.0
60,61,1.0
61,62,1.0
62,63,1.0
63,64,1.0
64,65,1.0
65,66,1.0
66,67,1.0
67,68,1.0
68,69,1.0
69,70,1.0
175,183,1.0
174,182,1.0
173,181,1.0
172,180,1.0
171,179,1.0
170,178,1.0
203,255,1.0
181,191,1.0
253,260,0.647058823529
248,257,1.0
182,193,1.0
183,194,1.0
180,189,1.0
2,2,1.0
162,170,1.0
187,198,1.0
184,195,1.0
6,6,1.0
220,229,1.0
186,197,1.0
188,199,1.0
189,201,1.0
202,213,1.0
196,208,1.0
221,233,0.9375
99,249,1.0
98,103,1.0
168,177,1.0
169,176,1.0
229,240,1.0
228,238,1.0
91,95,1.0
90,94,1.0
93,97,1.0
92,96,1.0
95,99,1.0
94,98,1.0
97,101,1.0
96,100,1.0
11,11,1.0
10,10,1.0
13,13,1.0
12,12,1.0
15,15,1.0
14,14,1.0
17,17,1.0
16,16,1.0
19,19,1.0
18,18,1.0
117,123,1.0
250,259,1.0
116,121,1.0
204,214,1.0
151,159,1.0
150,158,1.0
153,161,1.0
152,160,0.75
155,164,1.0
154,163,1.0
157,242,1.0
156,165,1.0
159,167,1.0
158,166,1.0
234,244,1.0
238,249,0.72619047619
239,260,0.989304812834
207,227,0.809523809524
235,245,1.0
236,246,1.0
237,247,1.0
230,258,0.763157894737
231,241,1.0
232,260,0.96
233,243,1.0
224,258,1.0
48,48,1.0
49,49,1.0
46,230,1.0
47,46,1.0
44,44,1.0
45,45,1.0
42,42,1.0
43,43,1.0
40,249,1.0
41,41,1.0
1,1,1.0
5,5,1.0
9,9,1.0
146,154,1.0
147,155,1.0
144,152,1.0
145,153,1.0
142,150,1.0
143,151,1.0
140,148,1.0
141,149,1.0
209,219,1.0
208,230,0.615384615385
148,156,1.0
149,157,1.0
77,79,1.0
76,78,1.0
75,77,1.0
74,76,1.0
73,75,1.0
72,74,1.0
71,73,1.0
70,72,1.0
79,83,1.0
78,81,1.0
249,196,0.666666666667
