344,365,0.571428571429
0,0,1.0
346,279,0.666666666667
347,372,0.578125
340,383,1.0
341,384,1.0
342,372,0.820512820513
343,372,0.655612244898
298,329,0.833333333333
299,331,1.0
296,328,1.0
297,343,0.857142857143
294,326,1.0
295,327,1.0
292,323,1.0
293,324,1.0
290,319,1.0
291,322,1.0
199,212,1.0
198,211,1.0
195,372,1.0
194,206,1.0
197,209,1.0
196,207,1.0
191,203,1.0
190,202,1.0
193,205,1.0
192,204,1.0
270,295,1.0
271,296,1.0
272,297,1.0
273,301,0.857142857143
274,302,1.0
275,303,1.0
276,304,1.0
277,305,1.0
278,306,1.0
279,315,1.0
108,114,1.0
109,365,1.0
102,108,1.0
103,109,1.0
100,106,1.0
101,107,1.0
106,112,1.0
107,113,1.0
104,110,1.0
105,111,1.0
39,40,1.0
38,378,1.0
33,343,1.0
32,36,1.0
31,35,1.0
30,33,1.0
37,349,1.0
36,39,1.0
35,38,1.0
34,37,1.0
339,379,1.0
338,371,0.736842105263
335,375,1.0
334,374,1.0
337,377,1.0
336,371,0.588235294118
331,364,1.0
330,363,1.0
333,370,1.0
332,372,0.809090909091
345,311,0.666666666667
6,361,1.0
99,105,1.0
98,104,1.0
91,372,1.0
90,95,1.0
93,99,1.0
92,97,1.0
95,101,1.0
94,100,1.0
97,103,1.0
96,208,1.0
238,257,1.0
239,258,1.0
234,252,1.0
235,253,1.0
236,254,1.0
237,255,1.0
230,248,1.0
231,249,1.0
232,250,1.0
233,251,1.0
1,1,1.0
146,160,1.0
147,161,1.0
144,158,1.0
145,159,1.0
142,151,1.0
143,157,1.0
140,149,1.0
141,150,1.0
148,162,1.0
149,163,1.0
133,141,1.0
132,139,1.0
131,138,1.0
130,137,1.0
137,145,1.0
136,144,1.0
135,378,1.0
134,143,1.0
139,148,1.0
138,147,1.0
24,27,1.0
25,28,1.0
26,29,1.0
27,30,1.0
20,24,1.0
21,25,1.0
22,347,1.0
23,26,1.0
28,31,1.0
29,32,1.0
88,93,1.0
89,94,1.0
82,87,1.0
83,88,1.0
