coChangedSamePackage,coChangedDifferentPackage,NumCochangedFiles,BugCountMult,numberOfCommits,LOC,BCO,SPF,BDC,BUO,CountClassCoupled,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,incomingDep,outgoingDep,internalEdges,externalEdges,edgesInto,edgesOutOf,BCOnextRelease,SPFnextRelease,BDCnextRelease,BUOnextRelease,MQnextRelease,MQ
5,7,51,1,10,204,0,0,1,0,31,17,0,2,8,2,11,79,41,38,0,0,1,0,0.181,
8,11,61,2,17,604,0,0,1,0,82,3,59,22,4,6,16,187,30,157,0,0,1,0,0.143,
28,57,367,17,65,2474,0,0,1,1,281,11,84,106,11,13,29,560,87,473,0,0,1,1,0.087,
17,19,160,4,22,752,0,0,1,0,129,10,90,49,7,10,29,303,116,187,0,0,1,0,0.158,
39,55,326,17,74,1010,0,0,1,1,73,3,40,8,16,8,3,135,57,78,0,0,1,1,0.099,
83,88,584,20,136,3661,0,0,1,1,507,21,81,30,12,14,98,956,241,715,0,0,1,1,0.161,
10,16,67,9,19,1101,0,0,0,1,118,4,87,55,0,12,2,183,4,179,0,0,0,0,0.027,
0,1,6,0,1,85,0,0,0,0,1,1,76,15,4,0,4,29,9,20,0,0,0,0,0.216,
2,5,50,0,5,207,0,0,1,0,50,9,75,12,6,1,12,107,25,82,0,0,1,0,0.167,
11,9,63,9,18,681,0,0,0,0,64,6,50,2,0,2,10,112,1,111,0,0,0,0,0.134,
4,6,19,1,6,620,0,0,0,0,37,5,83,51,9,0,2,106,48,58,0,0,1,0,0.157,
4,8,48,2,9,644,0,0,1,0,82,7,86,11,11,9,26,270,128,142,0,0,1,0,0.166,
6,7,27,0,7,115,0,0,1,0,22,2,66,23,2,1,2,36,6,30,0,0,1,0,0.23,
10,9,95,3,12,779,0,0,1,0,105,6,55,3,4,6,44,260,47,213,0,0,1,0,0.259,
13,19,95,0,21,433,0,0,0,0,39,5,87,20,0,5,4,98,7,91,0,0,0,0,0.067,
390,219,2523,15,424,23303,0,0,1,0,371,38,0,0,8,9,52,1241,506,735,0,0,1,0,0.064,
0,4,22,0,5,57,0,0,0,0,21,1,53,9,0,5,0,34,0,34,0,0,0,0,0,
2,24,118,3,27,800,0,0,1,1,77,6,33,7,15,6,8,390,146,244,0,0,1,1,0.028,
0,2,6,0,2,83,0,0,0,0,16,2,79,13,0,0,0,0,0,0,0,0,0,0,0,
