coChangedSamePackage,coChangedDifferentPackage,NumCochangedFiles,BugCountMult,numberOfCommits,LOC,BCO,SPF,BDC,BUO,CountClassCoupled,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,incomingDep,outgoingDep,internalEdges,externalEdges,edgesInto,edgesOutOf,BCOnextRelease,SPFnextRelease,BDCnextRelease,BUOnextRelease,MQnextRelease,MQ
0,1,9,1,1,534,0,0,1,0,105,1,97,139,1,25,7,125,2,123,0,0,1,0,0.101,
0,4,20,1,7,401,0,0,1,0,35,1,95,110,1,8,2,51,2,49,0,0,1,0,0.074,
0,1,10,0,1,78,0,0,1,0,22,4,0,23,1,4,2,37,1,36,0,0,1,0,0.098,
0,1,22,0,1,370,0,0,1,0,55,2,86,92,2,20,8,76,3,73,0,0,1,0,0.174,
2,8,54,9,8,4579,0,0,1,1,172,2,99,887,36,40,9,359,177,182,0,0,1,1,0.048,
2,0,2,0,2,80,0,0,1,0,6,4,12,12,13,7,0,62,22,40,0,0,1,0,0,
0,2,15,2,3,309,0,0,1,0,27,2,89,109,1,19,23,164,1,163,0,0,1,0,0.215,
0,3,24,2,4,584,1,0,1,0,68,3,90,71,20,22,9,190,41,149,1,0,1,0,0.087,
0,5,19,1,9,147,0,0,1,0,28,1,77,30,2,19,8,61,2,59,0,0,1,0,0.186,
0,1,1,0,1,741,1,0,1,0,30,3,95,214,3,17,0,39,5,34,1,0,1,0,0,
0,2,43,3,2,77,0,0,1,0,16,1,95,8,13,9,2,50,29,21,0,0,1,0,0.113,
14,35,310,19,48,10531,0,0,1,1,754,37,94,127,66,89,188,2084,383,1701,0,0,1,1,0.154,
0,1,22,0,1,1591,0,0,1,0,26,1,94,23,2,11,28,139,4,135,0,0,1,0,0.287,
0,4,57,1,8,152,0,0,1,0,25,4,81,40,2,8,0,56,9,47,0,0,1,0,0,
0,2,15,1,3,1383,0,0,1,1,67,2,97,406,56,20,2,234,138,96,0,0,1,1,0.016,
0,1,1,0,1,263,0,0,1,0,30,3,90,69,14,24,21,173,20,153,0,0,1,0,0.195,
0,1,3,0,1,53,0,0,0,0,20,2,0,9,0,15,0,25,0,25,0,0,0,0,0,
0,2,14,1,3,150,0,0,1,0,0,1,0,0,6,4,23,125,61,64,0,0,1,0,0.258,
0,3,18,0,4,58,0,0,1,0,11,1,70,13,3,3,0,19,4,15,0,0,1,0,0,
0,2,36,1,2,371,0,0,1,0,98,1,97,110,1,26,0,103,2,101,0,0,1,0,0,
0,2,33,4,2,533,0,0,1,0,21,2,95,151,35,10,0,150,125,25,0,0,1,0,0,
0,2,3,1,3,1333,0,0,1,1,93,5,93,264,62,47,42,737,202,535,0,0,1,1,0.101,
0,1,11,0,1,64,0,0,1,0,15,2,70,8,2,18,0,46,2,44,0,0,1,0,0,
0,1,5,0,1,74,0,0,1,0,15,1,50,14,3,10,0,30,3,27,0,0,1,0,0,
0,2,9,1,2,82,0,0,1,0,16,1,51,18,3,14,2,66,5,61,0,0,1,0,0.057,
2,12,59,13,18,7811,0,0,1,1,351,7,97,883,55,57,26,603,134,469,0,0,1,1,0.088,
12,19,113,2,20,2906,0,0,1,1,290,21,90,53,62,51,56,900,283,617,0,0,1,1,0.102,
0,1,22,0,1,179,0,0,1,0,25,2,97,74,1,4,0,32,1,31,0,0,1,0,0,
0,6,30,2,8,1333,0,0,1,1,76,2,98,300,13,38,0,88,14,74,0,0,1,1,0.023,
0,2,38,0,2,148,0,0,1,0,28,3,77,35,1,20,2,38,1,37,0,0,1,0,0.095,
0,1,11,0,1,1220,0,0,0,0,70,1,94,223,0,23,4,114,0,114,0,0,0,0,0.066,
2,2,44,0,2,1061,0,0,1,0,55,2,84,178,3,2,1,68,5,63,0,0,1,0,0.029,
0,1,11,2,1,469,0,0,1,0,42,1,89,127,28,12,2,122,73,49,0,0,1,0,0.032,
6,13,87,4,15,2412,0,0,1,1,185,6,94,193,39,55,11,531,250,281,0,0,1,1,0.038,
0,1,9,0,1,43,0,0,1,0,6,3,85,8,22,9,0,77,53,24,0,0,1,0,0,
2,2,22,0,2,625,0,0,1,0,33,2,91,74,2,14,13,88,2,86,0,0,1,0,0.228,
2,6,67,0,6,196,0,0,1,1,22,14,33,4,61,44,19,906,393,513,0,0,1,1,0.045,
0,2,11,1,3,252,0,0,1,0,39,1,83,69,9,18,2,100,22,78,0,0,1,0,0.038,
0,5,50,0,5,535,0,0,1,1,49,3,94,99,64,60,62,1453,514,939,0,0,1,1,0.047,
0,6,49,3,6,790,0,0,1,0,67,3,84,122,22,34,42,329,47,282,0,0,1,0,0.247,
0,2,38,0,2,128,0,0,1,0,19,2,75,35,4,17,5,44,4,40,0,0,1,0,0.185,
3,6,87,1,6,2598,0,0,1,1,94,5,66,343,41,37,39,645,326,319,0,0,1,1,0.089,
2,4,57,2,4,294,0,0,1,1,42,6,86,40,31,51,33,600,115,485,0,0,1,1,0.098,
0,7,81,0,7,63,0,0,1,0,13,1,78,21,3,4,0,19,3,16,0,0,1,1,0.072,
0,1,6,1,1,465,0,0,1,0,24,3,93,157,25,10,0,124,96,28,0,0,1,0,0.03,
0,1,2,0,1,305,0,0,1,0,19,2,89,97,3,13,0,25,3,22,0,0,1,1,0.154,
0,2,12,1,2,618,0,0,1,0,37,2,70,206,2,21,0,42,2,40,0,0,1,0,0,
0,1,3,1,1,210,0,0,1,0,22,1,93,60,1,10,0,32,3,29,0,0,1,0,0,
0,1,6,0,1,66,0,0,1,0,18,1,48,23,4,10,0,30,11,19,0,0,1,0,0,
0,1,2,1,1,425,0,0,1,0,40,1,92,92,1,5,22,73,1,72,0,0,1,0,0.364,
0,8,42,1,8,138,0,0,0,0,2,1,94,39,12,0,0,19,16,3,0,0,0,0,0,
0,2,3,2,4,203,0,0,1,0,20,1,0,61,3,12,0,26,3,23,0,0,1,0,0,
0,1,4,0,1,91,0,0,1,0,2,1,0,0,5,5,17,60,16,44,0,0,1,0,0.362,
0,1,2,1,1,178,0,0,0,0,21,3,91,44,0,9,0,21,0,21,0,0,0,0,0,
0,7,87,0,8,129,0,0,1,0,5,1,100,2,2,9,15,79,7,72,0,0,1,0,0.275,
0,1,13,0,1,752,0,0,1,0,29,2,94,74,2,14,2,61,3,58,0,0,1,0,0.062,
0,4,45,0,4,2285,0,0,1,0,70,1,97,472,6,25,28,163,8,155,0,0,1,0,0.259,
0,1,22,0,1,100,0,0,1,0,9,1,64,9,1,3,2,19,1,18,0,0,1,0,0.174,
0,10,55,4,11,582,0,0,1,0,48,2,93,78,3,21,6,108,4,104,0,0,1,0,0.097,
0,2,2,0,2,513,0,0,1,1,20,1,98,61,55,2,118,425,100,325,0,0,1,1,0.355,
0,3,23,0,3,244,0,0,1,0,39,1,61,65,3,5,0,50,4,46,0,0,1,0,0,
0,6,32,1,7,576,0,0,1,0,54,2,93,147,2,16,20,116,3,113,0,0,1,0,0.256,
0,1,22,0,1,210,0,0,1,0,18,1,89,74,2,3,0,24,2,22,0,0,1,0,0.162,
0,1,10,0,1,38,0,0,1,0,8,1,28,12,3,2,0,17,4,13,0,0,1,0,0,
0,1,6,0,1,97,0,0,1,0,9,3,80,15,7,11,4,47,12,35,0,0,1,0,0.136,
26,34,321,10,35,2858,0,0,1,0,161,5,73,61,15,35,258,1148,38,1110,0,0,1,0,0.272,
0,9,98,0,9,252,0,0,1,0,44,4,91,41,14,35,4,295,49,246,0,0,1,0,0.026,
2,5,29,1,5,293,0,0,1,0,47,6,82,22,9,25,2,115,12,103,0,0,1,0,0.05,
5,17,220,6,18,810,0,0,1,1,105,21,52,21,63,72,50,1273,331,942,0,0,1,1,0.072,
0,3,23,1,3,336,0,0,1,1,65,7,92,41,57,54,9,825,187,638,0,0,1,1,0.013,
5,13,68,8,16,7302,0,0,1,1,369,9,94,247,79,79,59,974,301,673,0,0,1,1,0.104,
0,8,55,1,11,710,0,0,1,0,104,2,75,37,8,35,8,178,10,168,0,0,1,0,0.085,
0,3,36,0,3,35,0,0,1,1,9,8,50,2,129,41,56,1819,936,883,0,0,1,1,0.074,
70,77,659,26,97,4630,0,0,1,1,380,16,98,161,89,77,96,1134,299,835,0,0,1,1,0.147,
0,6,35,1,6,130,0,0,1,0,25,5,50,5,35,33,1,245,72,173,0,0,1,0,0.01,
3,12,81,2,13,836,0,0,1,1,99,10,86,55,101,76,118,1697,502,1195,0,0,1,1,0.116,
11,14,208,1,14,3025,0,0,1,1,307,17,90,95,37,55,55,1016,198,818,0,0,1,1,0.092,
0,1,13,0,1,61,0,0,1,0,10,2,60,15,33,29,6,273,77,196,0,0,1,0,0.044,
0,4,23,0,4,79,0,0,1,0,21,2,87,15,11,19,0,93,12,81,0,0,1,0,0,
0,4,20,0,4,49,0,0,1,1,6,1,38,13,53,23,8,344,238,106,0,0,1,1,0.034,
