Models,AUC,Recovery
N,0.873015873015873,Packages
L,0.785714285714286,Packages
F,0.73015873015873,Packages
N,0.849624060150376,Packages
L,0.770676691729323,Packages
F,0.834586466165414,Packages
N,0.755208333333333,Packages
L,0.817708333333333,Packages
F,0.723958333333333,Packages
