Models,Spearman,Recovery
N,0.855894298171659,ARC
L,0.47309688271943,ARC
F,0.891156422137,ARC
N,0.734663743159625,ARC
L,0.39533763143789,ARC
F,0.822160263096171,ARC
N,0.834140252092056,ARC
L,0.497944794316599,ARC
F,0.863083219248278,ARC
