Models,AUC,Smell
N,0.933333333333333,Pkg-DC_EM
L,0.95,Pkg-DC_EM
F,0.916666666666667,Pkg-DC_EM
N,0.935483870967742,Pkg-LO_EM
L,0.903225806451613,Pkg-LO_EM
F,0.645161290322581,Pkg-LO_EM
