Models,Spearman,Recovery
N,0.82571476811441,Packages
L,0.739456803564447,Packages
F,0.962068003795802,Packages
N,0.872101481777073,Packages
L,0.723481856393616,Packages
F,0.960590962771149,Packages
N,0.861375296708778,Packages
L,0.750120575417231,Packages
F,0.973408437771312,Packages
