Models,AUC,Recovery
N,0.750225225225225,ARC
L,0.687162162162162,ARC
F,0.777477477477477,ARC
N,0.730427631578947,ARC
L,0.752302631578947,ARC
F,0.676809210526316,ARC
N,0.774691358024692,ARC
L,0.73602033405955,ARC
F,0.7659767610748,ARC
