Models,AUC,Recovery
N,0.775401069518717,ARC
L,0.850267379679144,ARC
F,0.754010695187166,ARC
N,0.875,ARC
L,0.75,ARC
F,0.880952380952381,ARC
N,0.831154684095861,ARC
L,0.746187363834423,ARC
F,0.793028322440087,ARC
