Models,AUC,Recovery
N,0.875,ARC
L,0.738888888888889,ARC
F,0.888888888888889,ARC
N,0.860576923076923,ARC
L,0.759615384615385,ARC
F,0.865384615384616,ARC
N,0.842857142857143,ARC
L,0.626190476190476,ARC
F,0.878571428571429,ARC
