Models,Spearman,Recovery
N,0.806683960482036,ARC
L,0.386407597609472,ARC
F,0.786791640238861,ARC
N,0.739441025495707,ARC
L,0.559846122706127,ARC
F,0.747285769795899,ARC
N,0.766037046220533,ARC
L,0.278113323906088,ARC
F,0.776555748975176,ARC
