Models,AUC,Smell
N,0.982608695652174,Pkg-DC_EM
L,0.8,Pkg-DC_EM
F,0.208695652173913,Pkg-DC_EM
N,0.857142857142857,Pkg-LO_EM
L,0.716517857142857,Pkg-LO_EM
F,0.881696428571429,Pkg-LO_EM
N,0.938461538461538,Pkg-LO_EM
L,0.825641025641025,Pkg-LO_EM
F,0.935897435897436,Pkg-LO_EM
