Models,AUC,Recovery
N,0.955263157894737,ARC
L,0.792543859649123,ARC
F,0.981140350877193,ARC
N,0.877404536319265,ARC
L,0.775480907263854,ARC
F,0.922767728969281,ARC
N,0.936451612903226,ARC
L,0.811290322580643,ARC
F,0.965806451612903,ARC
