Models,Spearman,Recovery
N,0.879506867071224,Packages
L,0.749037943274318,Packages
F,0.898383638027882,Packages
N,0.823772915390838,Packages
L,0.774275568069847,Packages
F,0.858667145271966,Packages
N,0.791040375081715,Packages
L,0.703876824512453,Packages
F,0.810924758240389,Packages
