130,136,1.0
24,27,1.0
25,68,1.0
26,28,1.0
27,29,1.0
20,21,1.0
21,23,1.0
22,26,1.0
23,125,1.0
28,30,1.0
29,31,1.0
0,125,1.0
4,4,1.0
8,9,1.0
119,133,1.0
120,137,0.8
121,132,0.777777777778
122,123,0.666666666667
123,130,0.7
124,108,0.967741935484
125,124,1.0
126,131,1.0
127,135,0.992
129,134,1.0
118,124,1.0
59,64,1.0
58,107,1.0
55,61,1.0
54,60,1.0
57,133,1.0
56,62,1.0
51,57,1.0
50,56,1.0
53,59,1.0
52,58,1.0
115,133,0.965517241379
114,133,0.884057971014
88,101,1.0
89,100,1.0
111,126,0.833333333333
110,121,1.0
113,122,1.0
112,135,1.0
82,94,1.0
83,95,1.0
80,92,1.0
81,93,1.0
87,99,1.0
84,96,1.0
85,98,1.0
3,133,1.0
7,8,1.0
108,120,1.0
109,125,0.75
102,126,1.0
103,71,0.833333333333
100,114,1.0
101,115,1.0
106,117,1.0
107,139,1.0
104,118,1.0
105,119,1.0
39,40,1.0
38,39,1.0
33,34,1.0
32,137,1.0
31,33,1.0
30,32,1.0
37,37,1.0
36,36,1.0
35,35,1.0
34,139,1.0
60,65,1.0
61,66,1.0
62,67,1.0
63,69,1.0
64,73,1.0
65,74,1.0
66,75,1.0
67,76,1.0
68,77,1.0
69,78,1.0
2,3,1.0
6,7,1.0
99,113,1.0
91,103,1.0
90,102,1.0
93,105,1.0
92,104,1.0
95,109,1.0
94,106,1.0
97,111,1.0
96,110,1.0
11,12,1.0
10,11,1.0
13,125,1.0
12,15,1.0
15,17,1.0
14,16,1.0
17,138,1.0
16,135,1.0
19,20,1.0
18,19,1.0
117,135,0.734782608696
116,128,1.0
48,54,1.0
49,55,1.0
46,52,1.0
47,53,1.0
44,48,1.0
45,50,1.0
42,44,1.0
43,47,1.0
40,42,1.0
41,43,1.0
1,2,1.0
5,6,1.0
9,10,1.0
77,140,1.0
76,86,1.0
75,85,1.0
74,84,1.0
73,83,1.0
72,82,1.0
71,80,1.0
70,79,1.0
79,90,1.0
78,89,1.0
