coChangedSamePackage,coChangedDifferentPackage,NumCochangedFiles,BugCountMult,numberOfCommits,LOC,BCO,SPF,BDC,BUO,CountClassCoupled,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,incomingDep,outgoingDep,internalEdges,externalEdges,edgesInto,edgesOutOf,BCOnextRelease,SPFnextRelease,BDCnextRelease,BUOnextRelease,MQnextRelease,MQ
4,7,36,3,9,281,1,0,1,0,32,8,87,48,2,6,0,69,4,65,1,0,1,0,0,0
3,3,33,0,6,119,1,1,1,0,29,7,70,8,3,12,2,61,3,58,1,0,1,0,0.073,0.061538462
13,10,108,1,14,522,0,0,1,0,123,27,86,21,5,16,43,234,11,223,0,0,1,0,0.265,0.26875
0,1,9,1,2,173,0,0,1,0,21,1,86,43,18,4,0,66,34,32,0,0,1,0,0,0
0,1,7,2,1,116,0,0,1,0,44,1,0,28,1,18,0,48,1,47,0,0,1,0,0,0
9,20,165,7,28,1764,1,0,1,0,172,26,73,27,17,25,31,370,50,320,1,0,1,0,0.143,0.143518519
0,1,15,0,2,88,0,0,1,0,6,3,61,20,1,5,0,38,2,36,0,0,1,0,0,0
0,1,13,0,1,37,0,0,0,0,8,1,60,10,1,0,0,12,1,11,0,0,0,0,0,0
0,3,14,2,5,261,0,0,1,0,33,10,75,33,2,12,0,61,2,59,0,0,1,0,0,0
0,1,12,0,1,61,0,0,0,0,22,2,33,6,0,7,0,28,0,28,0,0,1,0,0.063,0
0,1,6,0,1,57,0,0,1,0,4,3,33,15,12,5,0,60,14,46,0,0,1,0,0,0
0,1,13,0,1,302,0,0,1,0,22,1,95,81,5,6,0,49,22,27,0,0,1,0,0,0
0,1,1,0,1,138,0,0,0,0,5,1,83,36,5,1,0,15,5,10,0,0,1,0,0.03,0
0,1,9,0,2,42,0,0,1,0,13,3,85,9,1,6,0,19,1,18,0,0,1,0,0,0
0,4,35,13,5,431,0,0,1,1,51,9,19,16,21,28,19,378,48,330,0,0,1,1,0.219,0.091346154
0,1,7,3,1,204,1,0,1,0,38,1,91,46,1,11,5,54,2,52,1,0,1,0,0.135,0.15625
0,7,10,13,11,2011,1,0,1,0,212,4,98,404,15,47,2,366,33,333,1,0,1,0,0.011,0.010810811
0,2,13,1,2,109,0,0,1,0,16,1,90,29,3,6,0,28,4,24,0,0,1,0,0,0
0,2,8,0,2,123,0,0,1,0,9,1,88,33,4,2,0,16,5,11,0,0,1,0,0,0
16,19,132,16,31,1262,0,0,1,1,168,32,92,34,28,29,24,411,51,360,0,0,1,0,0.089,0.104575163
0,1,1,0,3,404,1,0,1,0,51,2,89,55,2,16,6,137,3,134,1,0,1,0,0.081,0.080536913
0,2,25,0,5,154,0,0,1,0,18,7,52,15,1,5,0,64,2,62,0,0,1,0,0,0
0,3,16,4,5,237,0,0,1,0,33,3,70,48,1,9,2,54,1,53,0,0,1,0,0.069,0.068965517
0,2,18,1,2,186,0,0,1,0,25,3,79,44,3,9,1,44,7,37,0,0,1,0,0.043,0.043478261
0,1,10,2,1,195,0,0,0,0,33,3,80,41,0,8,0,39,0,39,0,0,0,0,0,0
0,1,10,0,1,195,0,0,1,0,14,1,92,58,2,2,0,23,5,18,0,0,1,0,0,0
2,4,34,1,4,493,0,0,1,1,62,7,63,17,75,16,34,455,195,260,0,0,1,1,0.219,0.13001912
0,2,2,2,4,199,0,0,1,0,28,3,40,43,1,9,0,52,1,51,0,0,1,0,0,0
0,1,7,2,1,100,1,0,0,0,22,3,76,25,1,9,0,30,1,29,1,0,0,0,0,0
0,2,6,2,2,100,1,0,1,0,11,4,76,25,5,7,0,28,6,22,1,0,1,0,0,0
0,2,10,2,4,191,0,0,1,0,29,1,9,41,2,12,0,34,2,32,0,0,1,0,0,0
0,1,1,0,2,315,0,0,0,0,11,1,95,86,4,2,2,27,4,23,0,0,0,0,0.129,0.129032258
2,2,26,0,2,130,0,0,1,0,21,2,77,15,2,3,0,49,19,30,0,0,1,0,0,0
0,1,23,0,1,140,1,0,1,0,21,3,70,22,1,8,5,43,2,41,1,0,1,0,0.189,0.188679245
0,1,2,1,1,193,1,0,1,0,18,3,86,40,1,12,6,125,2,123,1,0,1,0,0.088,0.087591241
0,3,27,2,5,721,0,0,1,0,46,3,95,157,5,11,34,161,13,148,0,0,1,0,0.297,0.296943231
2,0,2,1,2,192,1,0,1,0,30,4,72,17,1,6,10,60,2,58,1,0,1,0,0.25,0.25
0,1,4,0,1,128,1,0,0,0,14,1,68,16,0,2,5,50,0,50,1,0,0,0,0.167,0.166666667
22,24,200,4,38,904,1,0,1,0,87,18,0,8,2,19,11,254,8,246,1,0,1,0,0.065,0.079710145
0,1,13,0,2,23,0,0,0,0,10,3,75,5,0,5,0,17,0,17,0,0,0,0,0,0
1,1,10,1,1,38,0,0,1,1,11,4,71,8,179,9,5,1155,1080,75,0,0,1,1,0.009,0.008583691
0,1,11,0,3,80,1,0,1,0,15,3,66,18,1,7,0,23,1,22,1,0,1,0,0,0
0,2,16,0,2,264,0,0,1,0,40,1,82,62,1,8,0,53,1,52,0,0,1,0,0,0
0,2,12,0,3,346,0,0,1,0,19,1,92,67,2,4,10,79,3,76,0,0,1,0,0.2,0.202020202
0,2,11,5,4,637,0,0,1,0,62,4,80,71,1,6,0,76,2,74,0,0,1,0,0,0
0,1,11,0,1,20,1,0,1,0,3,1,40,6,2,1,0,6,2,4,1,0,1,0,0,0
0,1,5,0,1,243,1,0,1,0,17,3,96,69,3,6,0,23,3,20,1,0,1,0,0,0
0,1,3,0,1,41,0,0,0,0,10,1,50,7,1,5,0,23,3,20,0,0,0,0,0,0
0,3,11,4,4,489,0,0,1,0,45,4,97,138,13,14,0,85,33,52,0,0,1,0,0.041,0
0,1,10,0,1,182,0,0,1,0,18,2,87,39,3,10,0,28,3,25,0,0,1,0,0,0
0,2,2,0,3,395,0,0,1,0,32,1,83,97,3,13,0,56,3,53,0,0,1,0,0,0
0,1,2,3,1,94,1,0,0,0,7,2,85,12,0,3,6,43,0,43,1,0,0,0,0.218,0.218181818
0,2,9,0,3,468,0,0,1,0,17,2,93,44,4,4,31,120,16,104,0,0,1,0,0.341,0.340659341
0,1,23,3,2,611,0,0,1,0,55,2,92,85,4,13,13,140,6,134,0,0,1,0,0.157,0.156626506
0,2,4,2,2,1044,1,0,1,0,9,1,0,78,14,14,148,604,28,576,1,0,1,0,0.329,0.328888889
0,2,16,2,3,750,0,0,1,1,62,1,95,234,159,7,6,475,396,79,0,0,1,1,0.024,0.024640657
0,2,8,1,3,114,1,0,1,0,22,7,86,24,1,9,0,38,1,37,1,0,1,0,0,0
0,2,4,0,3,164,0,0,1,0,19,1,16,39,1,6,0,38,1,37,0,0,1,0,0,0
0,1,1,0,2,47,0,0,1,0,1,1,100,1,1,7,8,124,12,112,0,0,1,0,0.114,0.114285714
2,2,14,0,4,140,0,0,1,0,16,4,65,14,5,2,1,34,9,25,0,0,1,0,0.056,0.055555556
0,1,4,1,1,105,0,0,1,0,14,6,66,22,1,8,0,23,1,22,0,0,1,0,0,0
0,4,17,1,4,153,1,0,1,0,32,5,0,10,10,13,2,75,17,58,1,0,1,0,0.043,0.050632911
0,2,23,3,2,138,0,0,1,0,22,4,71,16,7,9,1,81,11,70,0,0,1,1,0.219,0.024096386
0,2,16,0,6,246,0,0,1,0,33,2,0,22,40,11,6,465,121,344,0,0,1,0,0.025,0.025157233
0,1,10,1,3,123,0,0,1,0,19,3,87,29,2,7,0,28,4,24,1,0,1,0,0.073,0
0,1,1,1,2,103,1,0,1,0,5,3,88,24,2,1,0,13,4,9,1,0,1,0,0,0
0,1,6,0,1,71,1,0,1,0,13,3,78,18,3,9,0,29,8,21,1,0,1,0,0,0
0,2,8,1,2,37,0,0,1,0,13,3,50,5,1,2,0,26,1,25,0,0,1,0,0,0
0,2,5,0,2,156,0,0,0,0,14,4,93,45,0,9,0,26,0,26,0,0,0,0,0,0
0,1,6,1,1,143,1,0,1,0,20,1,93,44,1,10,0,25,1,24,1,0,1,0,0,0
0,2,16,0,2,230,0,0,1,0,6,1,94,57,5,1,0,22,10,12,0,0,1,0,0,0
0,3,32,4,5,393,1,0,1,0,63,1,67,108,1,23,0,75,2,73,1,0,1,0,0.105,0
0,1,6,4,1,236,0,0,1,0,9,2,80,68,3,5,0,16,5,11,0,0,1,1,0.219,0
0,1,7,0,2,40,0,0,1,0,6,2,61,7,4,2,0,14,4,10,0,0,1,0,0,0
0,8,63,4,11,1241,0,0,1,1,122,2,98,272,38,29,0,311,182,129,0,0,1,1,0,0
0,1,7,0,1,75,0,0,1,0,19,3,55,14,1,8,0,54,2,52,0,0,1,0,0,0
2,3,13,0,6,304,1,0,1,0,30,6,69,24,1,9,8,125,2,123,1,0,1,0,0.113,0.113475177
0,3,19,0,3,348,1,0,0,0,33,1,82,37,0,8,23,142,0,142,1,0,0,0,0.245,0.244680851
0,1,2,2,1,115,1,0,1,0,18,4,75,28,2,11,0,30,2,28,1,0,1,0,0,0
2,3,5,1,3,92,0,0,1,0,33,7,43,14,2,11,16,177,10,167,0,0,1,0,0.153,0.153110048
0,2,6,2,3,126,0,0,1,0,22,3,75,24,40,12,3,160,77,83,0,0,1,1,0.219,0.036144578
0,1,7,0,2,47,1,0,1,0,16,3,0,13,2,10,0,27,4,23,1,0,1,0,0,0
0,1,4,0,2,34,1,0,1,0,5,1,50,7,1,2,0,16,1,15,1,0,1,0,0,0
0,1,1,2,2,260,1,0,1,0,29,2,83,55,1,7,0,37,1,36,1,0,1,0,0,0
0,1,7,0,1,206,0,0,1,0,21,1,94,57,8,5,0,32,9,23,0,0,1,0,0,0
0,1,7,1,1,21,0,0,1,0,3,3,66,5,6,3,0,22,10,12,0,0,1,0,0,0
0,1,6,0,1,95,1,0,0,0,16,3,77,20,0,6,0,32,0,32,1,0,0,0,0,0
0,1,7,1,1,217,1,0,0,0,15,1,92,71,2,3,0,20,3,17,1,0,0,0,0,0
0,1,2,1,1,301,1,0,1,0,34,1,92,74,13,2,0,67,27,40,1,0,1,0,0,0
0,1,6,1,2,199,1,0,1,0,17,1,77,31,2,5,0,31,2,29,1,0,1,0,0,0
0,2,2,0,2,100,1,0,0,0,5,1,88,25,2,0,0,10,3,7,1,0,0,0,0,0
0,1,7,0,2,58,0,0,1,0,8,2,68,12,4,3,0,18,4,14,0,0,1,0,0,0
0,1,6,0,1,141,0,0,1,0,23,1,72,32,2,10,0,25,3,22,0,0,1,0,0,0
0,1,1,0,2,56,0,0,1,0,7,1,31,10,1,3,0,23,1,22,0,0,1,0,0,0
0,1,15,1,1,87,1,0,1,0,16,4,83,23,1,6,0,27,6,21,1,0,1,0,0,0
0,1,11,0,1,137,1,0,1,0,13,1,92,39,4,4,0,23,4,19,1,0,1,0,0,0
0,1,12,1,1,68,1,0,0,0,8,1,75,20,0,3,0,16,0,16,1,0,0,0,0,0
0,1,5,0,1,61,1,0,1,0,21,4,33,11,1,3,0,28,1,27,1,0,1,0,0,0
6,9,45,0,9,438,1,0,1,0,39,3,93,68,5,6,1,48,9,39,1,0,1,0,0.04,0.04
0,1,7,0,1,22,0,0,1,0,9,4,0,4,2,6,0,16,2,14,0,0,1,0,0,0
0,1,10,0,1,42,0,0,1,0,3,4,77,10,4,2,0,35,7,28,0,0,1,0,0,0
3,3,27,0,3,148,0,0,1,0,38,3,0,13,1,8,0,51,2,49,0,0,1,0,0.093,0
0,1,7,1,1,26,0,0,1,0,7,2,0,5,2,2,0,26,3,23,0,0,1,1,0.219,0
0,1,1,0,1,242,1,0,1,0,15,1,92,68,4,8,1,29,8,21,1,0,1,0,0.065,0.064516129
0,2,10,0,2,123,1,0,1,0,14,3,85,28,1,8,0,34,1,33,1,0,1,0,0,0
0,1,23,2,1,113,1,0,1,0,11,2,78,14,1,5,5,20,1,19,1,0,1,0,0.303,0.333333333
0,1,6,0,1,275,1,0,1,0,35,1,91,64,20,4,4,83,31,52,1,0,1,0,0.088,0.087912088
0,2,19,6,3,526,0,0,1,0,50,1,87,130,4,9,2,69,7,62,0,0,1,0,0.053,0.054794521
0,1,7,3,2,83,0,0,1,0,12,6,72,21,2,5,0,24,3,21,0,0,1,1,0.101,0
0,2,5,0,3,95,1,0,0,0,13,4,83,29,1,8,0,23,1,22,1,0,0,0,0,0
0,1,3,1,2,233,1,0,1,0,12,1,91,70,1,4,0,17,1,16,1,0,1,0,0,0
