coChangedSamePackage,coChangedDifferentPackage,NumCochangedFiles,BugCountMult,numberOfCommits,LOC,BCO,SPF,BDC,BUO,CountClassCoupled,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,incomingDep,outgoingDep,internalEdges,externalEdges,edgesInto,edgesOutOf,BCOnextRelease,SPFnextRelease,BDCnextRelease,BUOnextRelease,MQnextRelease,MQ
0,1,12,0,1,45,0,0,0,0,6,1,62,12,0,0,0,8,0,8,0,0,1,0,0.022,0
0,2,14,0,2,187,0,2,0,0,17,2,42,24,0,3,0,28,0,28,0,2,0,0,0,0
0,1,1,0,1,40,0,0,1,0,4,1,33,9,1,2,0,6,1,5,0,0,1,0,0,0
0,1,11,0,1,98,0,0,1,0,10,1,46,19,1,7,0,19,1,18,0,0,1,0,0,0
0,1,2,0,1,60,0,0,0,0,1,1,88,19,7,0,0,10,8,2,0,0,0,0,0,0
0,1,2,1,1,72,0,0,0,0,15,1,0,10,0,3,0,33,0,33,0,0,0,0,0,0
0,1,1,0,1,131,0,0,0,0,8,1,95,23,11,0,0,31,21,10,0,0,0,0,0,0
0,6,76,0,7,137,0,0,1,0,16,1,73,33,1,2,0,25,3,22,0,0,1,0,0,0
0,2,27,0,2,116,0,0,0,0,9,2,40,24,0,2,0,15,0,15,0,0,0,0,0,0
0,3,9,0,3,137,1,0,1,0,10,2,82,34,1,3,0,20,1,19,1,0,1,0,0,0
0,2,12,0,2,161,0,0,1,0,16,1,87,24,5,6,0,40,21,19,0,0,1,0,0,0
0,1,20,0,2,96,1,0,0,0,9,1,65,28,6,0,0,28,15,13,1,0,0,0,0,0
0,2,11,0,2,230,0,0,0,0,19,1,76,42,1,0,0,31,2,29,0,0,0,0,0,0
0,5,43,4,9,308,0,1,1,0,39,1,84,63,4,6,0,55,11,44,0,1,1,0,0,0
0,1,9,1,1,86,0,0,1,0,14,3,53,19,1,1,0,24,1,23,0,0,1,0,0,0
275,253,2102,128,385,25603,0,2,1,1,2127,170,60,9,87,78,2097,6652,1080,5572,0,0,1,1,0.426,0.386686336
3,6,53,1,9,413,0,0,1,0,54,7,71,13,16,5,4,185,105,80,0,0,1,1,0.426,0.041450777
