coChangedSamePackage,coChangedDifferentPackage,NumCochangedFiles,BugCountMult,numberOfCommits,LOC,BCO,SPF,BDC,BUO,CountClassCoupled,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,incomingDep,outgoingDep,internalEdges,externalEdges,edgesInto,edgesOutOf,BCOnextRelease,SPFnextRelease,BDCnextRelease,BUOnextRelease,MQnextRelease,MQ
3,3,60,0,3,70,0,0,1,1,26,9,80,5,8,10,0,66,25,41,0,0,1,1,0.026,0
1,0,1,0,1,91,0,0,0,0,23,4,61,14,0,4,34,271,84,187,0,0,0,0,0.201,0.200589971
2,2,40,0,2,65,0,0,1,0,20,7,0,3,1,3,1,26,1,25,0,0,1,0,0.069,0.071428571
2,2,20,0,2,100,0,0,1,1,18,5,71,12,2,7,5,106,6,100,0,0,1,1,0.086,0.086206897
11,1,57,7,16,436,0,0,0,0,78,15,19,12,1,5,32,140,8,132,0,0,0,0,0.278,0.31372549
0,1,2,0,1,393,0,0,0,0,31,1,93,87,0,3,0,48,0,48,0,0,0,0,0,0
0,1,1,1,1,127,0,0,1,0,26,1,89,32,3,2,7,76,3,73,0,0,1,0,0.152,0.155555556
1,2,6,1,3,185,0,0,1,0,42,7,33,4,8,5,24,345,86,259,0,0,1,0,0.121,0.122137405
3,3,27,0,3,126,0,0,1,0,15,3,0,4,3,2,15,34,8,26,0,0,1,0,0.429,0.46875
0,2,2,0,2,40,0,0,0,0,8,4,0,6,1,1,0,34,3,31,0,0,0,0,0,0
4,5,18,1,5,60,0,0,0,0,4,6,50,4,1,1,10,109,4,105,0,0,0,0,0.146,0.15503876
0,5,29,2,7,362,0,0,1,1,48,5,84,42,10,7,22,260,65,195,0,0,1,1,0.138,0.144736842
3,3,60,0,3,85,0,0,1,0,23,11,0,3,1,4,3,35,1,34,0,0,1,0,0.143,0.146341463
8,4,33,0,9,690,0,0,0,0,56,13,50,15,0,3,15,124,6,118,0,0,0,0,0.204,0.194805195
20,0,26,0,23,1543,0,0,0,0,137,27,66,22,0,6,77,314,5,309,0,0,0,1,0.326,0.329059829
2,0,2,0,3,327,0,0,0,0,38,4,76,26,0,3,10,116,0,116,0,0,0,0,0.147,0.147058824
0,2,22,0,2,189,0,0,0,1,36,6,82,20,0,7,3,92,1,91,0,0,0,1,0.061,0.06122449
2,2,16,0,4,131,0,0,0,0,11,3,77,9,0,2,1,39,5,34,0,0,0,0,0.049,0.048780488
0,2,26,0,2,52,0,0,1,0,13,2,70,9,5,5,6,131,6,125,0,0,1,0,0.083,0.083916084
0,1,13,0,1,36,0,0,0,0,10,2,61,8,0,4,3,42,0,42,0,0,0,0,0.125,0.125
0,1,13,0,1,179,0,0,0,0,10,1,86,33,0,3,2,51,2,49,0,0,0,0,0.073,0.072727273
0,1,13,0,1,14,0,0,0,0,5,1,0,4,0,3,0,8,0,8,0,0,0,0,0,0
0,4,66,0,4,89,0,0,1,0,35,6,43,14,1,6,7,59,3,56,0,0,1,0,0.194,0.191780822
4,4,84,1,4,138,0,0,1,0,29,6,77,20,1,6,5,55,2,53,0,0,1,0,0.152,0.153846154
2,3,13,2,3,273,0,0,0,0,37,9,85,14,0,4,9,101,1,100,0,0,0,0,0.146,0.151260504
