coChangedSamePackage,coChangedDifferentPackage,NumCochangedFiles,BugCountMult,numberOfCommits,LOC,BCO,SPF,BDC,BUO,CountClassCoupled,MaxInheritanceTree,PercentLackOfCohesion,SumCyclomatic,incomingDep,outgoingDep,internalEdges,externalEdges,edgesInto,edgesOutOf,BCOnextRelease,SPFnextRelease,BDCnextRelease,BUOnextRelease,MQnextRelease,MQ
0,1,24,0,1,19,0,0,0,0,2,1,0,0,0,0,0,0,0,0,0,0,0,0,0,
2,2,14,0,3,4625,0,0,0,0,7,3,100,3,0,0,0,0,0,0,0,0,0,0,0,
0,1,7,0,1,11,0,0,0,0,0,2,0,2,0,0,0,0,0,0,0,0,0,0,0,
3,3,12,0,6,505,0,0,1,0,31,4,92,38,6,4,6,74,17,57,0,0,1,0,0.14,
0,3,46,0,3,396,0,0,1,0,54,2,66,31,1,8,12,136,21,115,0,0,1,0,0.172,
2,2,48,0,2,30,0,0,1,0,8,4,75,3,2,5,13,741,96,645,0,0,1,0,0.032,
0,3,30,2,4,44913,0,0,0,0,0,1,0,0,10,0,0,120,120,0,0,0,0,1,0,
0,1,1,0,1,24,0,0,1,0,7,1,75,4,1,4,14,73,2,71,0,0,1,0,0.267,
0,2,25,0,2,61,0,0,0,0,13,2,0,0,2,2,2,33,10,23,0,0,0,0,0.093,
0,1,2,0,1,192,0,0,0,0,10,1,37,8,0,0,0,0,0,0,0,0,0,0,0,
0,15,62,4,18,490,0,0,0,1,18,2,94,50,22,1,0,132,102,30,0,0,0,1,0,
5,6,26,3,8,402,0,0,0,0,57,4,100,2,0,0,0,0,0,0,0,0,0,0,0,
4,4,96,0,4,160,0,0,0,0,20,6,41,12,0,0,0,0,0,0,0,0,0,0,0,
0,1,24,0,1,42,0,0,1,0,1,1,0,0,9,7,12,133,66,67,0,0,1,0,0.134,
3,3,19,0,3,126,0,0,1,0,8,2,41,6,3,2,10,51,29,22,0,0,1,0,0.282,
0,1,1,0,2,293,0,0,1,0,32,1,90,51,3,4,1,68,11,57,0,0,1,0,0.028,
13,20,131,17,29,6926,0,0,0,0,212,7,93,105,7,0,0,35,35,0,0,0,0,0,0,
2,4,36,0,4,961,0,0,1,1,127,2,94,104,6,14,39,739,75,664,0,0,1,1,0.088,
8,6,68,4,8,583,0,0,0,0,30,2,94,21,8,1,7,204,67,137,0,0,0,0,0.066,
4,3,34,2,5,227,0,0,0,0,30,3,30,20,0,2,0,39,0,39,0,0,0,0,0.047,
4,2,16,2,4,1068,0,0,0,0,68,4,63,19,0,0,0,0,0,0,0,0,0,0,0,
36,44,461,10,57,9035,0,0,1,1,964,44,50,6,22,32,257,3166,866,2300,0,0,1,1,0.134,
20,23,247,1,25,1659,0,0,1,1,132,23,80,13,15,18,218,1231,611,620,0,0,1,1,0.245,
0,6,41,4,10,814,0,0,1,1,100,1,84,183,8,18,4,284,57,227,0,0,1,1,0.041,
0,2,12,1,2,421,0,0,0,0,35,1,81,89,0,5,1,57,2,55,0,0,0,0,0.032,
0,2,38,0,3,206,0,0,0,0,29,3,85,43,0,0,0,0,0,0,0,0,0,0,0,
25,25,289,4,38,8698,0,0,1,1,437,15,0,8,18,25,101,1082,366,716,0,0,1,1,0.152,
2,2,48,0,2,504,0,0,1,1,41,3,68,12,15,2,18,271,176,95,0,0,1,1,0.113,
6,11,139,1,13,2186,0,0,1,1,167,5,89,137,20,16,32,588,283,305,0,0,1,1,0.087,
0,1,14,0,1,128,0,0,1,0,32,1,73,20,2,4,197,323,3,320,0,0,1,0,0.549,
0,5,12,0,7,498,0,0,1,0,52,2,71,20,11,11,3,125,45,80,0,0,1,0,0.041,
0,1,24,0,1,49,0,0,0,0,7,1,75,7,1,2,3,38,10,28,0,0,1,0,0.136,
7,9,125,4,11,1871,0,0,1,0,96,6,0,0,7,9,40,595,86,509,0,0,1,0,0.117,
2,2,6,0,2,218,0,0,0,0,29,2,50,20,0,0,3,44,2,42,0,0,0,0,0.12,
0,1,14,0,1,55,0,0,0,0,21,1,40,11,0,2,0,29,0,29,0,0,0,0,0,
5,5,55,3,6,522,0,0,0,0,15,9,66,3,1,0,3,53,23,30,0,0,0,0,0.108,
0,1,14,0,1,138,0,0,1,0,40,1,75,28,4,12,4,129,18,111,0,0,1,0,0.052,
