56,72,1.0
54,55,1.0
42,40,1.0
48,46,1.0
43,41,1.0
60,62,1.0
62,63,1.0
63,75,1.0
64,71,1.0
49,47,1.0
66,74,1.0
67,67,1.0
68,76,1.0
69,69,1.0
52,52,1.0
53,54,1.0
24,21,1.0
25,22,1.0
26,23,1.0
27,24,1.0
20,17,1.0
21,18,1.0
22,19,1.0
23,20,1.0
46,44,1.0
47,45,1.0
44,42,1.0
45,43,1.0
28,25,1.0
29,74,1.0
40,38,1.0
41,39,1.0
1,0,1.0
0,73,1.0
3,2,1.0
2,48,1.0
5,4,1.0
4,3,1.0
7,6,1.0
6,5,1.0
9,8,1.0
8,7,1.0
51,51,1.0
39,37,1.0
65,66,1.0
38,36,1.0
73,29,0.75
72,70,1.0
71,72,0.9
70,71,0.629080118694
59,61,1.0
58,60,1.0
11,10,1.0
10,9,1.0
13,71,1.0
12,11,1.0
15,13,1.0
14,12,1.0
17,75,1.0
16,14,1.0
19,16,1.0
18,15,1.0
31,30,1.0
30,28,1.0
37,76,1.0
36,35,0.75
35,73,1.0
33,32,1.0
55,58,1.0
32,31,1.0
57,59,1.0
50,50,1.0
